id,win_rate
1,0.48125
2,0.4733893557422969
3,0.4673913043478261
4,0.47619047619047616
5,0.51985559566787
6,0.4931129476584022
7,0.4774011299435028
8,0.5113636363636364
9,0.43023255813953487
10,0.49310344827586206
11,0.46710526315789475
12,0.5625
13,0.48014440433212996
14,0.5051546391752577
15,0.48417721518987344
16,0.5920398009950248
17,0.5205479452054794
18,0.4424778761061947
19,0.5555555555555556
20,0.47214076246334313
21,0.48623853211009177
22,0.47330960854092524
23,0.47770700636942676
25,0.502127659574468
26,0.5065616797900262
27,0.5056179775280899
28,0.45588235294117646
29,0.5534591194968553
30,0.4707792207792208
31,0.4783783783783784
32,0.5432098765432098
33,0.5
34,0.55
35,0.44155844155844154
36,0.5408805031446541
37,0.5093167701863354
38,0.4460093896713615
39,0.4682926829268293
40,0.5555555555555556
41,0.5555555555555556
42,0.47953216374269003
43,0.53
44,0.4781144781144781
45,0.5457227138643068
46,0.45789473684210524
47,0.4675324675324675
48,0.4594594594594595
49,0.49477351916376305
50,0.514792899408284
51,0.4982394366197183
52,0.5258620689655172
53,0.5084745762711864
54,0.4965753424657534
55,0.4714285714285714
56,0.4126984126984127
57,0.4578313253012048
58,0.5
59,0.47333333333333333
60,0.5467128027681661
61,0.5188679245283019
62,0.6028368794326241
63,0.5454545454545454
64,0.47992351816443596
65,0.48854961832061067
66,0.6086956521739131
67,0.5077881619937694
68,0.584
69,0.48322147651006714
70,0.5702479338842975
71,0.5373831775700935
72,0.4983922829581994
73,0.5210084033613446
74,0.5104408352668214
75,0.5963855421686747
76,0.38666666666666666
77,0.4222222222222222
78,0.4909090909090909
79,0.5201149425287356
80,0.5652173913043478
81,0.4326923076923077
82,0.5084745762711864
83,0.5462962962962963
84,0.5160771704180064
85,0.5721649484536082
86,0.516295025728988
87,0.5144927536231884
88,0.5338078291814946
89,0.5333333333333333
90,0.5277777777777778
91,0.4666666666666667
92,0.6206896551724138
93,0.45789473684210524
94,0.47950819672131145
95,0.5615384615384615
96,0.4375
97,0.5056689342403629
98,0.46547314578005117
99,0.4601449275362319
100,0.4988399071925754
101,0.424
102,0.5247933884297521
103,0.5892857142857143
104,0.5411764705882353
105,0.4764705882352941
106,0.5542168674698795
107,0.4857142857142857
108,0.4774193548387097
109,0.490272373540856
110,0.5065274151436031
111,0.49606299212598426
112,0.5188679245283019
113,0.40384615384615385
114,0.504424778761062
119,0.49246231155778897
120,0.47346938775510206
121,0.47685185185185186
123,0.42328042328042326
126,0.525
